graph,algorithm,seed,iteration,bestCost,currentCost,currentTemperature,objectiveEvaluations,isFeasible
berlin52,sa_cauchy,1,0,7722,7722,344.07347792751824,211,true
berlin52,sa_cauchy,1,10,7411,7411,31.279407084319839,221,true
berlin52,sa_cauchy,1,20,6962,6962,16.38445132988182,231,true
berlin52,sa_cauchy,1,30,6483,6483,11.099144449274782,241,true
berlin52,sa_cauchy,1,40,6240,6252,8.3920360470126401,251,true
berlin52,sa_cauchy,1,50,6160,6160,6.7465387828925145,261,true
berlin52,sa_cauchy,1,60,5820,5820,5.6405488184839054,271,true
berlin52,sa_cauchy,1,70,5785,5788,4.8461053229227922,281,true
berlin52,sa_cauchy,1,80,5773,5773,4.2478207151545462,291,true
berlin52,sa_cauchy,1,90,5574,5574,3.7810272299727279,301,true
berlin52,sa_cauchy,1,100,5266,5266,3.4066680982922599,311,true
berlin52,sa_cauchy,1,110,5147,5147,3.0997610624100744,321,true
berlin52,sa_cauchy,1,120,4506,4506,2.8435824622108945,331,true
berlin52,sa_cauchy,1,130,4490,4490,2.6265150986833454,341,true
berlin52,sa_cauchy,1,140,4490,4490,2.4402374321100586,351,true
berlin52,sa_cauchy,1,150,4487,4487,2.2786323041557499,361,true
berlin52,sa_cauchy,1,160,4454,4454,2.1371023473758899,371,true
berlin52,sa_cauchy,1,170,4333,4333,2.0121256019153115,381,true
berlin52,sa_cauchy,1,180,4315,4315,1.9009584415884986,391,true
berlin52,sa_cauchy,1,190,4287,4287,1.8014318216100431,401,true
berlin52,sa_cauchy,1,200,4202,4202,1.7118083478981008,411,true
berlin52,sa_cauchy,1,210,4180,4180,1.6306799901778115,421,true
berlin52,sa_cauchy,1,220,4162,4162,1.5568935652828879,431,true
berlin52,sa_cauchy,1,230,4040,4040,1.489495575443802,441,true
berlin52,sa_cauchy,1,240,4040,4040,1.4276907797822334,451,true
berlin52,sa_cauchy,1,250,4035,4035,1.3708106690339372,461,true
berlin52,sa_cauchy,1,260,4035,4035,1.3182891874617557,471,true
berlin52,sa_cauchy,1,270,4034,4034,1.2696438299908421,481,true
berlin52,sa_cauchy,1,280,3946,3946,1.2244607755427694,491,true
berlin52,sa_cauchy,1,290,3906,3906,1.1823830856615747,501,true
berlin52,sa_cauchy,1,300,3906,3906,1.1431012555731503,511,true
berlin52,sa_cauchy,1,310,3906,3906,1.1063455881913771,521,true
berlin52,sa_cauchy,1,320,3906,3906,1.0718799935436705,531,true
berlin52,sa_cauchy,1,330,3879,3879,1.0394969121677289,541,true
berlin52,sa_cauchy,1,340,3695,3695,1.0090131317522528,551,true
berlin52,sa_cauchy,1,350,3647,3647,0.98026631888181837,561,true
berlin52,sa_cauchy,1,360,3647,3647,0.95311212722304217,571,true
berlin52,sa_cauchy,1,370,3647,3647,0.92742177338953702,581,true
berlin52,sa_cauchy,1,380,3639,3639,0.90307999456041532,591,true
berlin52,sa_cauchy,1,390,3566,3566,0.87998331950771924,601,true
berlin52,sa_cauchy,1,400,3566,3566,0.85803859832298812,611,true
berlin52,sa_cauchy,1,410,3540,3540,0.83716174678228283,621,true
berlin52,sa_cauchy,1,420,3457,3457,0.81727666966156354,631,true
