graph,algorithm,seed,iteration,bestCost,currentCost,currentTemperature,objectiveEvaluations,isFeasible
world666,aco_basic,3,0,,,,0,false
world666,aco_basic,3,10,581428,,,400,true
world666,aco_basic,3,20,387776,,,800,true
world666,aco_basic,3,30,384925,,,1200,true
world666,aco_basic,3,40,383299,,,1600,true
world666,aco_basic,3,50,383299,,,2000,true
world666,aco_basic,3,60,376765,,,2400,true
world666,aco_basic,3,70,376765,,,2800,true
world666,aco_basic,3,80,376765,,,3200,true
world666,aco_basic,3,90,364094,,,3600,true
world666,aco_basic,3,100,364094,,,4000,true
world666,aco_basic,3,110,364094,,,4400,true
world666,aco_basic,3,120,364094,,,4800,true
world666,aco_basic,3,130,364094,,,5200,true
world666,aco_basic,3,140,354040,,,5600,true
world666,aco_basic,3,150,348163,,,6000,true
world666,aco_basic,3,160,348125,,,6400,true
world666,aco_basic,3,170,346538,,,6800,true
world666,aco_basic,3,180,346538,,,7200,true
world666,aco_basic,3,190,346538,,,7600,true
world666,aco_basic,3,200,346538,,,8000,true
world666,aco_basic,3,210,346538,,,8400,true
world666,aco_basic,3,220,346538,,,8800,true
world666,aco_basic,3,230,346538,,,9200,true
world666,aco_basic,3,240,346538,,,9600,true
world666,aco_basic,3,250,344936,,,10000,true
world666,aco_basic,3,260,344936,,,10400,true
world666,aco_basic,3,270,344936,,,10800,true
world666,aco_basic,3,280,344936,,,11200,true
world666,aco_basic,3,290,344936,,,11600,true
world666,aco_basic,3,300,344936,,,12000,true
world666,aco_basic,3,310,344936,,,12400,true
world666,aco_basic,3,320,344936,,,12800,true
world666,aco_basic,3,330,344936,,,13200,true
world666,aco_basic,3,340,344936,,,13600,true
world666,aco_basic,3,350,344936,,,14000,true
world666,aco_basic,3,360,344936,,,14400,true
world666,aco_basic,3,370,342743,,,14800,true
world666,aco_basic,3,380,342743,,,15200,true
world666,aco_basic,3,390,342743,,,15600,true
world666,aco_basic,3,400,342743,,,16000,true
world666,aco_basic,3,410,342743,,,16400,true
world666,aco_basic,3,420,342743,,,16800,true
world666,aco_basic,3,430,342743,,,17200,true
world666,aco_basic,3,440,342743,,,17600,true
world666,aco_basic,3,450,342743,,,18000,true
world666,aco_basic,3,460,342743,,,18400,true
world666,aco_basic,3,470,342743,,,18800,true
world666,aco_basic,3,480,342743,,,19200,true
world666,aco_basic,3,490,342743,,,19600,true
world666,aco_basic,3,500,342743,,,20000,true
world666,aco_basic,3,510,342743,,,20400,true
world666,aco_basic,3,520,342743,,,20800,true
world666,aco_basic,3,530,342743,,,21200,true
world666,aco_basic,3,540,342743,,,21600,true
world666,aco_basic,3,550,342743,,,22000,true
world666,aco_basic,3,560,342743,,,22400,true
world666,aco_basic,3,563,342743,,,22520,true
