graph,algorithm,seed,iteration,bestCost,currentCost,currentTemperature,objectiveEvaluations,isFeasible
berlin52,aco_basic,5,0,,,,0,false
berlin52,aco_basic,5,10,1993,,,400,true
berlin52,aco_basic,5,20,1993,,,800,true
berlin52,aco_basic,5,30,1993,,,1200,true
berlin52,aco_basic,5,40,1993,,,1600,true
berlin52,aco_basic,5,50,1993,,,2000,true
berlin52,aco_basic,5,60,1993,,,2400,true
berlin52,aco_basic,5,70,1922,,,2800,true
berlin52,aco_basic,5,80,1922,,,3200,true
berlin52,aco_basic,5,90,1922,,,3600,true
berlin52,aco_basic,5,100,1922,,,4000,true
berlin52,aco_basic,5,110,1922,,,4400,true
berlin52,aco_basic,5,120,1922,,,4800,true
berlin52,aco_basic,5,130,1922,,,5200,true
berlin52,aco_basic,5,140,1922,,,5600,true
berlin52,aco_basic,5,150,1922,,,6000,true
berlin52,aco_basic,5,160,1922,,,6400,true
berlin52,aco_basic,5,170,1922,,,6800,true
berlin52,aco_basic,5,180,1922,,,7200,true
berlin52,aco_basic,5,190,1922,,,7600,true
berlin52,aco_basic,5,200,1922,,,8000,true
berlin52,aco_basic,5,210,1922,,,8400,true
berlin52,aco_basic,5,220,1922,,,8800,true
berlin52,aco_basic,5,230,1922,,,9200,true
berlin52,aco_basic,5,240,1922,,,9600,true
berlin52,aco_basic,5,250,1922,,,10000,true
berlin52,aco_basic,5,260,1922,,,10400,true
berlin52,aco_basic,5,262,1922,,,10480,true
