graph,algorithm,seed,iteration,bestCost,currentCost,currentTemperature,objectiveEvaluations,isFeasible
small6,aco_basic,2,0,,,,0,false
small6,aco_basic,2,10,12,,,398,true
small6,aco_basic,2,20,12,,,798,true
small6,aco_basic,2,30,12,,,1198,true
small6,aco_basic,2,40,12,,,1598,true
small6,aco_basic,2,50,12,,,1998,true
small6,aco_basic,2,60,12,,,2398,true
small6,aco_basic,2,70,12,,,2798,true
small6,aco_basic,2,80,12,,,3198,true
small6,aco_basic,2,90,12,,,3598,true
small6,aco_basic,2,100,12,,,3998,true
small6,aco_basic,2,110,12,,,4398,true
small6,aco_basic,2,120,12,,,4798,true
small6,aco_basic,2,130,12,,,5198,true
small6,aco_basic,2,140,12,,,5598,true
small6,aco_basic,2,150,12,,,5998,true
small6,aco_basic,2,160,12,,,6398,true
small6,aco_basic,2,170,12,,,6798,true
small6,aco_basic,2,180,12,,,7198,true
small6,aco_basic,2,190,12,,,7598,true
small6,aco_basic,2,200,12,,,7998,true
small6,aco_basic,2,201,12,,,8038,true
