graph,algorithm,seed,iteration,bestCost,currentCost,currentTemperature,objectiveEvaluations,isFeasible
world666,sa_basic,1,0,5149049,5149049,20505.115396411413,211,true
world666,sa_basic,1,10,5125185,5131788,19502.622979896565,221,true
world666,sa_basic,1,20,5085819,5093443,18549.142286834183,231,true
world666,sa_basic,1,30,5071918,5075582,17642.277140459024,241,true
world666,sa_basic,1,40,5038570,5038570,16779.748512775284,251,true
world666,sa_basic,1,50,5031913,5050304,15959.38879716854,261,true
world666,sa_basic,1,60,5031913,5064244,15179.136361028946,271,true
world666,sa_basic,1,70,5031913,5056409,14437.030364695986,281,true
world666,sa_basic,1,80,5031913,5035957,13731.205833704307,291,true
world666,sa_basic,1,90,5029966,5033857,13059.888971946872,301,true
world666,sa_basic,1,100,5012974,5012974,12421.392703976886,311,true
world666,sa_basic,1,110,5001661,5003449,11814.112435246043,321,true
world666,sa_basic,1,120,5001661,5011745,11236.522019624161,331,true
world666,sa_basic,1,130,5001661,5027110,10687.169924066255,341,true
world666,sa_basic,1,140,4995237,5006806,10164.675580788527,351,true
world666,sa_basic,1,150,4990532,4990532,9667.7259177860233,361,true
world666,sa_basic,1,160,4989202,4989202,9195.0720589727916,371,true
world666,sa_basic,1,170,4983187,4983187,8745.5261856517864,381,true
world666,sa_basic,1,180,4953008,4961759,8317.9585514270966,391,true
world666,sa_basic,1,190,4941197,4941792,7911.2946430567099,401,true
world666,sa_basic,1,200,4937858,4945742,7524.5124801108286,411,true
world666,sa_basic,1,210,4910799,4910947,7156.6400466495388,421,true
world666,sa_basic,1,220,4901302,4901302,6806.7528484654104,431,true
world666,sa_basic,1,230,4875123,4877258,6473.9715897522019,441,true
world666,sa_basic,1,240,4859987,4859987,6157.4599633609178,451,true
world666,sa_basic,1,250,4855134,4862774,5856.422549089968,461,true
world666,sa_basic,1,260,4837685,4837685,5570.1028147276475,471,true
world666,sa_basic,1,270,4787120,4788906,5297.7812148233743,481,true
world666,sa_basic,1,280,4767437,4767437,5038.7733824097741,491,true
world666,sa_basic,1,290,4767437,4780597,4792.4284091312184,501,true
world666,sa_basic,1,300,4765039,4766360,4558.1272094566648,511,true
world666,sa_basic,1,310,4756946,4757062,4335.2809648659122,521,true
world666,sa_basic,1,320,4728629,4728629,4123.3296440993954,531,true
world666,sa_basic,1,330,4728629,4732755,3921.7405957527603,541,true
world666,sa_basic,1,340,4717662,4721285,3730.0072096793219,551,true
world666,sa_basic,1,350,4717662,4724729,3547.6476438363693,561,true
world666,sa_basic,1,360,4717662,4729643,3374.2036133757974,571,true
world666,sa_basic,1,370,4709582,4709582,3209.2392389359334,581,true
world666,sa_basic,1,380,4675984,4675984,3052.3399512402302,591,true
world666,sa_basic,1,390,4636065,4636065,2903.1114492499828,601,true
world666,sa_basic,1,400,4635199,4644049,2761.178709252827,611,true
world666,sa_basic,1,410,4619513,4619513,2626.1850423967676,621,true
world666,sa_basic,1,420,4586589,4586589,2497.7911983012486,631,true
world666,sa_basic,1,430,4569780,4569780,2375.6745124925569,641,true
world666,sa_basic,1,440,4565212,4565212,2259.5280955210051,651,true
world666,sa_basic,1,450,4557847,4557847,2149.0600617220607,661,true
world666,sa_basic,1,460,4554586,4555684,2043.9927956832485,671,true
world666,sa_basic,1,470,4544545,4544545,1944.0622545733925,681,true
world666,sa_basic,1,480,4536672,4536672,1849.0173045808815,691,true
world666,sa_basic,1,490,4510401,4510401,1758.6190897933923,701,true
world666,sa_basic,1,500,4486217,4486217,1672.6404319329902,711,true
world666,sa_basic,1,510,4473494,4473494,1590.8652594381113,721,true
world666,sa_basic,1,520,4463293,4464680,1513.0880644576457,731,true
world666,sa_basic,1,530,4444325,4444325,1439.1133863925138,741,true
world666,sa_basic,1,540,4436358,4436358,1368.7553206868224,751,true
world666,sa_basic,1,550,4418766,4418766,1301.8370516341629,761,true
world666,sa_basic,1,560,4391986,4391986,1238.1904080249442,771,true
world666,sa_basic,1,570,4371387,4371387,1177.6554405180718,781,true
world666,sa_basic,1,580,4352905,4352905,1120.0800196748692,791,true
world666,sa_basic,1,590,4338585,4339877,1065.3194536450692,801,true
world666,sa_basic,1,600,4321446,4321446,1013.2361245440865,811,true
world666,sa_basic,1,610,4301486,4301486,963.69914260775886,821,true
