graph,algorithm,seed,iteration,bestCost,currentCost,currentTemperature,objectiveEvaluations,isFeasible
berlin52,aco_elite,3,0,,,,0,false
berlin52,aco_elite,3,10,2053,,,400,true
berlin52,aco_elite,3,20,1995,,,800,true
berlin52,aco_elite,3,30,1938,,,1200,true
berlin52,aco_elite,3,40,1938,,,1600,true
berlin52,aco_elite,3,50,1938,,,2000,true
berlin52,aco_elite,3,60,1938,,,2400,true
berlin52,aco_elite,3,70,1938,,,2800,true
berlin52,aco_elite,3,80,1932,,,3200,true
berlin52,aco_elite,3,90,1932,,,3600,true
berlin52,aco_elite,3,100,1932,,,4000,true
berlin52,aco_elite,3,110,1932,,,4400,true
berlin52,aco_elite,3,120,1930,,,4800,true
berlin52,aco_elite,3,130,1930,,,5200,true
berlin52,aco_elite,3,140,1930,,,5600,true
berlin52,aco_elite,3,150,1930,,,6000,true
berlin52,aco_elite,3,160,1930,,,6400,true
berlin52,aco_elite,3,170,1918,,,6800,true
berlin52,aco_elite,3,180,1918,,,7200,true
berlin52,aco_elite,3,190,1918,,,7600,true
berlin52,aco_elite,3,200,1918,,,8000,true
berlin52,aco_elite,3,210,1918,,,8400,true
berlin52,aco_elite,3,220,1918,,,8800,true
berlin52,aco_elite,3,230,1918,,,9200,true
berlin52,aco_elite,3,240,1918,,,9600,true
berlin52,aco_elite,3,250,1918,,,10000,true
berlin52,aco_elite,3,260,1918,,,10400,true
berlin52,aco_elite,3,270,1916,,,10800,true
berlin52,aco_elite,3,280,1916,,,11200,true
berlin52,aco_elite,3,290,1916,,,11600,true
berlin52,aco_elite,3,300,1916,,,12000,true
berlin52,aco_elite,3,310,1889,,,12400,true
berlin52,aco_elite,3,320,1889,,,12800,true
berlin52,aco_elite,3,330,1889,,,13200,true
berlin52,aco_elite,3,340,1889,,,13600,true
berlin52,aco_elite,3,350,1889,,,14000,true
berlin52,aco_elite,3,360,1889,,,14400,true
berlin52,aco_elite,3,370,1889,,,14800,true
berlin52,aco_elite,3,380,1889,,,15200,true
berlin52,aco_elite,3,390,1889,,,15600,true
berlin52,aco_elite,3,400,1889,,,16000,true
berlin52,aco_elite,3,410,1889,,,16400,true
berlin52,aco_elite,3,420,1889,,,16800,true
berlin52,aco_elite,3,430,1889,,,17200,true
berlin52,aco_elite,3,440,1889,,,17600,true
berlin52,aco_elite,3,450,1889,,,18000,true
berlin52,aco_elite,3,460,1889,,,18400,true
berlin52,aco_elite,3,470,1889,,,18800,true
berlin52,aco_elite,3,480,1889,,,19200,true
berlin52,aco_elite,3,490,1889,,,19600,true
berlin52,aco_elite,3,500,1889,,,20000,true
berlin52,aco_elite,3,503,1889,,,20120,true
